event_id,state_name,state_abbr,state_fips,federal_or_state_source,source_id,source_url,local_file_path,document_title,page_number_or_section,policy_authority,policy_category,policy_subcategory,policy_description_short,affected_population,posted_date,approval_date,effective_start_date,effective_end_date,renewal_due_month_start,renewal_due_month_end,implementation_month_start,implementation_month_end,extracted_date_text,quoted_evidence_text,confidence,ambiguity_flag,notes
evt_e14_OK,Oklahoma,OK,40,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Oklahoma: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_OR,Oregon,OR,41,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Oregon: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_PA,Pennsylvania,PA,42,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 14 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Pennsylvania: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_RI,Rhode Island,RI,44,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Rhode Island: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_SC,South Carolina,SC,45,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",South Carolina: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_SD,South Dakota,SD,46,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 9 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",South Dakota: total=9; ex parte=1; form support=4; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_TN,Tennessee,TN,47,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 12 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Tennessee: total=12; ex parte=1; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_TX,Texas,TX,48,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Texas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_UT,Utah,UT,49,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Utah: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_VT,Vermont,VT,50,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Vermont: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_VA,Virginia,VA,51,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Virginia: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_WA,Washington,WA,53,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 13 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Washington: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_WV,West Virginia,WV,54,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 10 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",West Virginia: total=10; ex parte=1; form support=5; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_WI,Wisconsin,WI,55,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 11 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Wisconsin: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_e14_WY,Wyoming,WY,56,federal,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,data_raw/policy_text/federal/federal__medicaid.gov__e14_waiver_approvals_archived_table.txt,CMS E14 waiver approvals archived table text,state table,Section 1902(e)(14)(A),ex_parte_increase,e14_strategy_counts,CMS table reports 9 approved E14 strategies.,Medicaid/CHIP beneficiaries subject to unwinding renewals,2024-12-11,,,,,,,,"Approved E14 strategies as of December 11, 2024; state implementation months not provided.",Wyoming: total=9; ex parte=1; form support=4; contact update=0; reinstatement=1; other=3,medium,True,"Use as documented strategy count, not precise implementation timing."
evt_delay_CO,Colorado,CO,08,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,All beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"Colorado: Through the end of unwinding, All beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_DC,District of Columbia,DC,11,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 9 months.,All beneficiaries,2024-02-01,,,,2023-06,2024-02,,,starting with renewals due in June 2023 and ending with renewals due in February 2024,"District of Columbia: 9 months, All beneficiaries, starting with renewals due in June 2023 and ending with renewals due in February 2024",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_KS,Kansas,KS,20,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 1 month.,MAGI beneficiaries,2024-02-01,,,,2023-06,2023-06,,,starting with renewals due in June 2023,"Kansas: 1 month, MAGI beneficiaries, starting with renewals due in June 2023",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_MA,Massachusetts,MA,25,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,Non-MAGI beneficiaries,2024-02-01,,,,2023-04,end_of_unwinding_unspecified,,,starting with renewals due in April 2023 through the end of unwinding,"Massachusetts: Through the end of unwinding, Non-MAGI beneficiaries, starting with renewals due in April 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_MN,Minnesota,MN,27,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 2 months.,All beneficiaries,2024-02-01,,,,2023-06,2023-07,,,starting with renewals due in June 2023 and ending with renewals due in July 2023,"Minnesota: 2 months, All beneficiaries, starting with renewals due in June 2023 and ending with renewals due in July 2023",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_MT,Montana,MT,30,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,Non-MAGI beneficiaries,2024-02-01,,,,2023-06,end_of_unwinding_unspecified,,,starting with renewals due in June 2023 through the end of unwinding,"Montana: Through the end of unwinding, Non-MAGI beneficiaries, starting with renewals due in June 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_NV,Nevada,NV,32,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,Non-MAGI beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"Nevada: Through the end of unwinding, Non-MAGI beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_NJ,New Jersey,NJ,34,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 3 months.,All beneficiaries,2024-02-01,,,,2023-06,2023-08,,,starting with renewals due in June 2023 and ending with renewals due in August 2023,"New Jersey: 3 months, All beneficiaries, starting with renewals due in June 2023 and ending with renewals due in August 2023",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_NM,New Mexico,NM,35,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,All beneficiaries,2024-02-01,,,,2023-10,end_of_unwinding_unspecified,,,starting with renewals due in October 2023 through the end of unwinding,"New Mexico: Through the end of unwinding, All beneficiaries, starting with renewals due in October 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_NY,New York,NY,36,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,MAGI beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"New York: Through the end of unwinding, MAGI beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_NC,North Carolina,NC,37,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,All beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"North Carolina: Through the end of unwinding, All beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_PA,Pennsylvania,PA,42,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 1 month.,Non-MAGI beneficiaries,2024-02-01,,,,2023-04,2023-04,,,starting with renewals due in April 2023,"Pennsylvania: 1 month, Non-MAGI beneficiaries, starting with renewals due in April 2023",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_TX,Texas,TX,48,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for 1 month.,All beneficiaries,2024-02-01,,,,2023-10,2023-10,,,starting with renewals due in October 2023,"Texas: 1 month, All beneficiaries, starting with renewals due in October 2023",high,False,"Coded by renewal due month, not coverage loss month."
evt_delay_VA,Virginia,VA,51,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,Non-MAGI beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"Virginia: Through the end of unwinding, Non-MAGI beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
evt_delay_WY,Wyoming,WY,56,federal,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,data_raw/policy_text/federal/federal__medicaid.gov__delay_procedural_disenrollments_archived_table.txt,CMS State Option to Delay Procedural Disenrollments archived table text,state table,CMS mitigation strategy,delay_procedural_disenrollment,state_option_delay,State approved to delay procedural disenrollments for Through the end of unwinding.,All beneficiaries,2024-02-01,,,,2023-09,end_of_unwinding_unspecified,,,starting with renewals due in September 2023 through the end of unwinding,"Wyoming: Through the end of unwinding, All beneficiaries, starting with renewals due in September 2023 through the end of unwinding",medium,True,"Coded by renewal due month, not coverage loss month."
