top_two_selection_variant,exposure_universe,default_mapping_rule,premium_variant,issuer_concept,pooled_any_turnover_county_years,pooled_across_issuer_turnover_county_years,pooled_within_issuer_turnover_county_years,pooled_any_turnover_enrollee_years_millions,pooled_across_issuer_enrollee_years_millions,difference_vs_drake_any_count,difference_vs_drake_across_count,difference_vs_drake_any_enrollee_millions,difference_vs_drake_across_enrollee_millions,by_year_2022_any,by_year_2023_any,by_year_2024_any,by_year_2022_across,by_year_2023_across,by_year_2024_across,constructible_county_years,drake_text_support,notes
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4005,107,3905,27.349187,0.524394,-447,-104,-1.050812999999998,-0.275606,1591,1218,1196,88,5,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4145,123,4038,28.608563,1.192653,-307,-88,0.2085630000000016,0.3926529999999999,1595,1355,1195,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4425,123,4318,29.591047,1.192653,-27,-88,1.191047000000001,0.3926529999999999,1669,1466,1290,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4005,107,3905,27.349187,0.524394,-447,-104,-1.050812999999998,-0.275606,1591,1218,1196,88,5,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4145,123,4038,28.608563,1.192653,-307,-88,0.2085630000000016,0.3926529999999999,1595,1355,1195,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,exactly_two_plans,source_order_first_valid,gross_only,plan_panel_preferred,4425,123,4318,29.591047,1.192653,-27,-88,1.191047000000001,0.3926529999999999,1669,1466,1290,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4005,107,3905,27.349187,0.524394,-447,-104,-1.050812999999998,-0.275606,1591,1218,1196,88,5,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4145,123,4038,28.608563,1.192653,-307,-88,0.2085630000000016,0.3926529999999999,1595,1355,1195,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,current_repo_rule,gross_only,plan_panel_preferred,4425,123,4318,29.591047,1.192653,-27,-88,1.191047000000001,0.3926529999999999,1669,1466,1290,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4005,107,3905,27.349187,0.524394,-447,-104,-1.050812999999998,-0.275606,1591,1218,1196,88,5,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4145,123,4038,28.608563,1.192653,-307,-88,0.2085630000000016,0.3926529999999999,1595,1355,1195,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4425,123,4318,29.591047,1.192653,-27,-88,1.191047000000001,0.3926529999999999,1669,1466,1290,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4005,107,3905,27.349187,0.524394,-447,-104,-1.050812999999998,-0.275606,1591,1218,1196,88,5,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4145,123,4038,28.608563,1.192653,-307,-88,0.2085630000000016,0.3926529999999999,1595,1355,1195,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_ehb_adjusted_gross_premium,include_ties_at_second_lowest,source_order_first_valid,gross_only,plan_panel_preferred,4425,123,4318,29.591047,1.192653,-27,-88,1.191047000000001,0.3926529999999999,1669,1466,1290,96,13,14,6477,diagnostic_only,Tests whether non-EHB premium residual changes prior top-two identity.
rank_by_gross_age40_premium_planid,exactly_two_plans,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,exactly_two_plans,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_premium_planid,include_ties_at_second_lowest,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,plausible,Makes current behavior explicit.
rank_by_gross_age40_standard_component,exactly_two_plans,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,exactly_two_plans,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_gross_age40_standard_component,include_ties_at_second_lowest,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests PlanId/CSR duplicate treatment; current QHP Landscape standard component is usually the PlanId.
rank_by_postsubsidy_net_premium,exactly_two_plans,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4342,123,4235,29.259878,1.192653,-110,-88,0.8598780000000019,0.3926529999999999,1654,1388,1300,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,current_repo_rule,gross_only,plan_panel_preferred,4624,123,4517,30.24436,1.192653,172,-88,1.8443600000000018,0.3926529999999999,1728,1501,1395,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4342,123,4235,29.259878,1.192653,-110,-88,0.8598780000000019,0.3926529999999999,1654,1388,1300,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4624,123,4517,30.24436,1.192653,172,-88,1.8443600000000018,0.3926529999999999,1728,1501,1395,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4342,123,4235,29.259878,1.192653,-110,-88,0.8598780000000019,0.3926529999999999,1654,1388,1300,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,exactly_two_plans,source_order_first_valid,gross_only,plan_panel_preferred,4624,123,4517,30.24436,1.192653,172,-88,1.8443600000000018,0.3926529999999999,1728,1501,1395,96,13,14,6477,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4094,107,3994,27.819152,0.524394,-358,-104,-0.5808479999999996,-0.275606,1583,1205,1306,88,5,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4248,123,4141,29.014274,1.192653,-204,-88,0.6142740000000018,0.3926529999999999,1613,1335,1300,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,current_repo_rule,gross_only,plan_panel_preferred,4530,123,4423,29.998756,1.192653,78,-88,1.5987560000000016,0.3926529999999999,1687,1448,1395,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4094,107,3994,27.819152,0.524394,-358,-104,-0.5808479999999996,-0.275606,1583,1205,1306,88,5,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4248,123,4141,29.014274,1.192653,-204,-88,0.6142740000000018,0.3926529999999999,1613,1335,1300,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4530,123,4423,29.998756,1.192653,78,-88,1.5987560000000016,0.3926529999999999,1687,1448,1395,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4094,107,3994,27.819152,0.524394,-358,-104,-0.5808479999999996,-0.275606,1583,1205,1306,88,5,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4248,123,4141,29.014274,1.192653,-204,-88,0.6142740000000018,0.3926529999999999,1613,1335,1300,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_postsubsidy_net_premium,include_ties_at_second_lowest,source_order_first_valid,gross_only,plan_panel_preferred,4530,123,4423,29.998756,1.192653,78,-88,1.5987560000000016,0.3926529999999999,1687,1448,1395,96,13,14,6267,diagnostic_only,"Drake says top-two premium silver plans, but not that ranking is by net premium."
rank_by_rate_puf_premium,exactly_two_plans,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,exactly_two_plans,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,same_plan_if_available_else_source_order,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,source_order_first_valid,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,source_order_first_valid,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
rank_by_rate_puf_premium,include_ties_at_second_lowest,source_order_first_valid,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,Tests whether Rate PUF overrides QHP Landscape premium; Drake names QHP Landscape.
service_area_strict_top_two,exactly_two_plans,current_repo_rule,current_ehb_all_states,plan_panel_preferred,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,diagnostic_only,QHP Landscape is already county-plan availability; ServiceAreaId is blank for QHP rows.
service_area_strict_top_two,exactly_two_plans,current_repo_rule,ehb_named_states_only,plan_panel_preferred,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,diagnostic_only,QHP Landscape is already county-plan availability; ServiceAreaId is blank for QHP rows.
service_area_strict_top_two,exactly_two_plans,current_repo_rule,gross_only,plan_panel_preferred,4626,123,4519,30.253534,1.192653,174,-88,1.8535339999999998,0.3926529999999999,1728,1503,1395,96,13,14,6477,diagnostic_only,QHP Landscape is already county-plan availability; ServiceAreaId is blank for QHP rows.
