source_path_before_migration,source_file_name_recorded,actual_curated_file_names,curated_paths,source_dataset_key,mapped_dataset_ids,document_type,coverage_status,note,size_bytes,sha256,curated_copy_count,migrated_at_utc
downloaded_from:https://api.healthdatagateway.org/api/v1/datasets/export_metadata/361?download_type=structural,ONS_2021_Census_CENS_Gateway361_structural_metadata.csv,ONS_2021_Census_CENS_Gateway361_structural_metadata.csv,curated_dataset_library\d013_data_first_family_court_cafcass_census2021\01_core_metadata\ONS_2021_Census_CENS_Gateway361_structural_metadata.csv,d013,d013_data_first_family_court_cafcass_census2021,structural_metadata_data_dictionary,fills_gap,"Health Data Gateway structural metadata with table/column descriptions for ONS 2021 Census (CENS), gateway id 361",44675,193e39d1e98648dfd6d64f7ff89a10d55f61efb958e2c858a83f0a9f4f36696d,1,2026-06-15T17:00:55+00:00
downloaded_from:https://www.gov.uk/government/publications/data-specifications-for-grade-data-sharing/grade-ucas-data-specification,GRADE_UCAS_data_specification.html,GRADE_UCAS_data_specification.html,curated_dataset_library\d017_grading_admissions_england\01_core_metadata\GRADE_UCAS_data_specification.html,d017,d017_grading_admissions_england,data_specification,fills_gap,Official GOV.UK UCAS data specification HTML for GRADE,210718,1fb81aa3407635ffba0187823befd1581e15eb6b29e5af9ad94a4f9dd790a165,1,2026-06-15T17:00:55+00:00
downloaded_from:https://api-ons.metadata.works/api/asset/1629350?originId=0,Data-Dictionary-Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales@2.3.2.xlsx,Data-Dictionary-Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales@2.3.2.xlsx,curated_dataset_library\d004_ashe_2011_census_england_wales\01_core_metadata\Data-Dictionary-Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales@2.3.2.xlsx,d004,d004_ashe_2011_census_england_wales,data_dictionary,fills_gap,"ONS SRS Metadata Catalogue data dictionary asset for ASHE linked to 2011 Census, asset id 1629350",32713,e3da05b1ac49f88ebbceb744198c1ae2ccfbd8c84bccf748a3fc356c214f9937,1,2026-06-15T17:25:20+00:00
downloaded_from:https://api.healthdatagateway.org/api/v1/datasets/export_metadata/330?download_type=metadata,CRCS_Wales_Gateway330_metadata.csv,CRCS_Wales_Gateway330_metadata.csv,curated_dataset_library\d010_crcs_wales\01_core_metadata\CRCS_Wales_Gateway330_metadata.csv,d010,d010_crcs_wales,metadata_catalogue,fills_gap,"Health Data Gateway metadata export for Children Receiving Care and Support Census (CRCS), gateway id 330",3904,79b0076b9c52b5fd88b633a0a5fb8cb38ead7e247876f4f2769a1b739d01e708,1,2026-06-15T17:25:20+00:00
downloaded_from:https://api.healthdatagateway.org/api/v1/datasets/export_metadata/330?download_type=structural,CRCS_Wales_Gateway330_structural_metadata.csv,CRCS_Wales_Gateway330_structural_metadata.csv,curated_dataset_library\d010_crcs_wales\01_core_metadata\CRCS_Wales_Gateway330_structural_metadata.csv,d010,d010_crcs_wales,structural_metadata_data_dictionary,fills_gap,"Health Data Gateway structural metadata with table/column descriptions for CRCS Wales, gateway id 330",30596,ec7c9617e4679dc03a3903b108323699e3957929702d9b97d265d93ee3f5e096,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/667e83b5aec8650b10090146/ONS_mags_gov_uk_v2.ods,ONS_mags_gov_uk_v2.ods,ONS_mags_gov_uk_v2.ods,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_mags_gov_uk_v2.ods,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First magistrates' courts defendant data,475103,cce0482d55717b7af354374696d7d9164829224bb7eda23565c0744f61d58b38,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/6647711ef34f9b5a56adca2e/ONS_CR_1.ODS,ONS_CR_1.ODS,ONS_CR_1.ODS,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_CR_1.ODS,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First Crown Court defendant data,218155,d0fe9a62d6732e4968baefaa4f652221342c8b41a5c50f98191c7e4237ff2f35,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/66e1b246caa02d92e72c8dae/ONS_prison_gov_uk_v2.ods,ONS_prison_gov_uk_v2.ods,ONS_prison_gov_uk_v2.ods,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_prison_gov_uk_v2.ods,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First prisoner custodial journey data,255269,28a60f43044e4726a3069cb14751f2adc1ac873b1640727d1b1559080c7f55ad,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/664771634f29e1d07fadca71/ONS_PR_1.ODS,ONS_PR_1.ODS,ONS_PR_1.ODS,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_PR_1.ODS,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First probation data,115095,ee708f0ba1af5a52b477306aaa2509918d2f3da56f6169dca0f1fdd16925fd84,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/669e77f50808eaf43b50d46b/ONS_linking_gov_uk_v1.ods,ONS_linking_gov_uk_v1.ods,ONS_linking_gov_uk_v1.ods,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_linking_gov_uk_v1.ods,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First cross-justice system linking data,23782,68cd515b107d2c53e591d891e90b851c7bae0e57a4a8c2fd6c041dd3c6473f09,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/688b45382c36111a67d5b7ea/ONS_civil_gov_uk_v1.ods,ONS_civil_gov_uk_v1.ods,ONS_civil_gov_uk_v1.ods,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\ONS_civil_gov_uk_v1.ods,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First civil court data,114413,56721bf4e305ee8fb4e51f35c0f25b09dd8c3266deefc1de9fc84e3c8fba2c77,1,2026-06-15T17:25:20+00:00
downloaded_from:https://assets.publishing.service.gov.uk/media/694568003022cdf03a0eb829/OASys_ONS_data_catalogue_NOV25_External.ods,OASys_ONS_data_catalogue_NOV25_External.ods,OASys_ONS_data_catalogue_NOV25_External.ods,curated_dataset_library\d012_data_first_cross_justice\01_core_metadata\OASys_ONS_data_catalogue_NOV25_External.ods,d012,d012_data_first_cross_justice,data_catalogue,fills_gap,GOV.UK ODS catalogue for Data First offender assessment data,100742,560272f3014845317bbb119022cd8d512bc1e2dc3aac0085aaa5824ccf1dd298,1,2026-06-15T17:25:20+00:00
downloaded_from:https://ijpds.org/article/download/2475/6164/17155,KEHC_Database_Protocol_IJPDS_2025.pdf,KEHC_Database_Protocol_IJPDS_2025.pdf,curated_dataset_library\d025_kehc_phase1\02_supporting_documents\KEHC_Database_Protocol_IJPDS_2025.pdf,d025,d025_kehc_phase1,protocol,supporting_not_variable_level,IJPDS KEHC database protocol; confirms planned data dictionary/user guide but is not variable-level metadata,2868316,a93441f97aa52f24cf0b9e2ec7b6138b818b2faca5fae66f0a7f4e2ff0b89021,1,2026-06-15T17:25:20+00:00
downloaded_from:https://ijpds.org/article/download/2475/6166/17157,KEHC_Database_Protocol_Supplementary_Appendix_IJPDS_2025.pdf,KEHC_Database_Protocol_Supplementary_Appendix_IJPDS_2025.pdf,curated_dataset_library\d025_kehc_phase1\02_supporting_documents\KEHC_Database_Protocol_Supplementary_Appendix_IJPDS_2025.pdf,d025,d025_kehc_phase1,supplementary_appendix,supporting_not_variable_level,IJPDS supplementary appendix with data linkage flow chart; not variable-level metadata,934161,40fcf3ab2daf640849eeb9ff240640569fea46a39b026deb139892df0438c962,1,2026-06-15T17:25:20+00:00
downloaded_from:https://api.healthdatagateway.org/api/v1/datasets/export_metadata/1215?download_type=structural,KEHC_Gateway1215_empty_structural_probe.csv,KEHC_Gateway1215_empty_structural_probe.csv,curated_dataset_library\d025_kehc_phase1\99_duplicates_or_uncertain\KEHC_Gateway1215_empty_structural_probe.csv,d025,d025_kehc_phase1,empty_structural_metadata_probe,not_counted_empty_export,"Health Data Gateway structural export for KEHC gateway id 1215 is header-only with zero rows; kept as failed evidence, not core metadata",90,4b9ec738f8556efb20ff56fd7ed63231f7b40bc2fc7865dc90bedcf002a8ba1e,1,2026-06-15T17:25:20+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2026-04/AD%20ARC%202011%20NI%20Data%20Dictionary.XLSX,AD_ARC_2011_NI_Data_Dictionary.xlsx,AD_ARC_2011_NI_Data_Dictionary.xlsx,curated_dataset_library\d002_adarc_2011_northern_ireland\01_core_metadata\AD_ARC_2011_NI_Data_Dictionary.xlsx,d002,d002_adarc_2011_northern_ireland,data_dictionary,fills_gap,NISRA official AD|ARC 2011 NI data dictionary,51705,a0d75e69cf1042b8a8846cdd2efc4dcd970bd9ac37e151e02538af04762dc5b9,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2026-04/ADARC%20NI%202011%20Guidance%20for%20Researchers.DOCX,ADARC_NI_2011_Guidance_for_Researchers.docx,ADARC_NI_2011_Guidance_for_Researchers.docx,curated_dataset_library\d002_adarc_2011_northern_ireland\01_core_metadata\ADARC_NI_2011_Guidance_for_Researchers.docx,d002,d002_adarc_2011_northern_ireland,user_guide,fills_gap,NISRA official AD|ARC 2011 NI guidance for researchers,10965232,269380891a01b8bc2bad3809faf405b1bb235605fd39b8c70387a52cdc0630d9,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2026-03/ASHE%20Census%202021%20Data%20dictionary.xlsx,ASHE_Census_2021_NI_Data_dictionary.xlsx,ASHE_Census_2021_NI_Data_dictionary.xlsx,curated_dataset_library\d006_ashe_2021_census_northern_ireland\01_core_metadata\ASHE_Census_2021_NI_Data_dictionary.xlsx,d006,d006_ashe_2021_census_northern_ireland,data_dictionary,fills_gap,NISRA official ASHE Census 2021 NI data dictionary,101845,2fde9d4a8ffe15f4ec9d941901b1c922f7c25c935cf2135033a7f13f5afee6c0,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2026-04/ASHE%20Census%202021%20NI%20Guidance.pdf,ASHE_Census_2021_NI_Guidance.pdf,ASHE_Census_2021_NI_Guidance.pdf,curated_dataset_library\d006_ashe_2021_census_northern_ireland\01_core_metadata\ASHE_Census_2021_NI_Guidance.pdf,d006,d006_ashe_2021_census_northern_ireland,user_guide,fills_gap,NISRA official ASHE Census 2021 NI guidance,749113,962af18366136e9b17fc4ad8ba91d6932d362a6426bc0338b4b8b8e2426918cb,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2025-11/BDR%202022%20Metadata%20and%20Data%20Dictionary%20Final%20Oct%202025.XLSX,BDR_2022_Metadata_and_Data_Dictionary_Final_Oct_2025.xlsx,BDR_2022_Metadata_and_Data_Dictionary_Final_Oct_2025.xlsx,curated_dataset_library\d009_business_data_research_2022_ni\01_core_metadata\BDR_2022_Metadata_and_Data_Dictionary_Final_Oct_2025.xlsx,d009,d009_business_data_research_2022_ni,data_dictionary,fills_gap,NISRA official BDR 2022 metadata and data dictionary,3485770,4fc433408868ff7a0e2746179af6421ff16aeeb8b76a3af5b61e3b0853649704,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2025-11/BDR%202022%20Guidance.pdf,BDR_2022_Guidance.pdf,BDR_2022_Guidance.pdf,curated_dataset_library\d009_business_data_research_2022_ni\01_core_metadata\BDR_2022_Guidance.pdf,d009,d009_business_data_research_2022_ni,user_guide,fills_gap,NISRA official BDR 2022 guidance,918317,ecec7ce1759036aeff895299fb6c76aff834c96eed7774d8526ebb2a5d460da5,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/publications/CGIAD%202019_20%20Metadata%20and%20Data%20Dictionary.XLSX,CGIAD_2019_20_Metadata_and_Data_Dictionary.xlsx,CGIAD_2019_20_Metadata_and_Data_Dictionary.xlsx,curated_dataset_library\d011_cgiad_2019_20_ni\01_core_metadata\CGIAD_2019_20_Metadata_and_Data_Dictionary.xlsx,d011,d011_cgiad_2019_20_ni,data_dictionary,fills_gap,NISRA official CGIAD metadata and data dictionary,38498,7cd14c356231c31197a4f4568b9fa518f50ef755db61907417579cafb19c3bfc,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/publications/CGIAD%20Guidance%20Document%20November%202024%20%28for%20publication%29.pdf,CGIAD_Guidance_Document_November_2024.pdf,CGIAD_Guidance_Document_November_2024.pdf,curated_dataset_library\d011_cgiad_2019_20_ni\01_core_metadata\CGIAD_Guidance_Document_November_2024.pdf,d011,d011_cgiad_2019_20_ni,user_guide,fills_gap,NISRA official CGIAD guidance document,368346,3cd12e0156e31f86aac41a5379acd523715e4f2ed546dc20cc5a99636b1f92b5,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/publications/EES%20Final%20Variable%20List.XLSX,EES_Final_Variable_List.xlsx,EES_Final_Variable_List.xlsx,curated_dataset_library\d014_earnings_employees_study_2011_ni\01_core_metadata\EES_Final_Variable_List.xlsx,d014,d014_earnings_employees_study_2011_ni,variable_list,fills_gap,NISRA official EES final variable list,63552,f8af641070e5d90ccc306914fb27a175f76b29d0b17eef59e2416a6a34f8d15a,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2025-06/Earnings%20and%20Employees%20Study%202011%20Metadata.pdf,Earnings_and_Employees_Study_2011_Metadata.pdf,Earnings_and_Employees_Study_2011_Metadata.pdf,curated_dataset_library\d014_earnings_employees_study_2011_ni\01_core_metadata\Earnings_and_Employees_Study_2011_Metadata.pdf,d014,d014_earnings_employees_study_2011_ni,metadata_catalogue,fills_gap,NISRA official EES metadata PDF,728132,05aef9390827aa1d03e44b3880d0f324a93f124ae2bd6fabaaf9782957303e26,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/publications/EOL%20201819-202122%20Metadata%20and%20Data%20Dictionary.XLSX,EOL_201819_202122_Metadata_and_Data_Dictionary.xlsx,EOL_201819_202122_Metadata_and_Data_Dictionary.xlsx,curated_dataset_library\d016_education_outcomes_linkage_ni\01_core_metadata\EOL_201819_202122_Metadata_and_Data_Dictionary.xlsx,d016,d016_education_outcomes_linkage_ni,data_dictionary,fills_gap,NISRA official EOL metadata and data dictionary,41939,e6f94361875cb93e2d95885a1def63c1e4da625a09d72caa97c9ceb2112aa3cb,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.nisra.gov.uk/files/nisra/documents/2025-05/EOL%20Guidance%20Document.pdf,EOL_Guidance_Document.pdf,EOL_Guidance_Document.pdf,curated_dataset_library\d016_education_outcomes_linkage_ni\01_core_metadata\EOL_Guidance_Document.pdf,d016,d016_education_outcomes_linkage_ni,user_guide,fills_gap,NISRA official EOL guidance document,796011,d73480d3df7496d030dd182f2bcc257f59cfc94a76ef7d0bb1929a1c1568b8a2,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.ons.gov.uk/file?uri=/aboutus/whatwedo/statistics/requestingstatistics/secureresearchservice/discoversecureresearchdata/leoi2.1standardextractvariablerequestformv1.xlsx,LEO_I2_1_Standard_Extract_Variable_Request_Form_v1.xlsx,LEO_I2_1_Standard_Extract_Variable_Request_Form_v1.xlsx,curated_dataset_library\d018_leo_england\01_core_metadata\LEO_I2_1_Standard_Extract_Variable_Request_Form_v1.xlsx,d018,d018_leo_england,variable_request_form,fills_gap,ONS official LEO I2.1 standard extract variable request form,954386,348ca8db065a05406c8087a5483f3b239593c2dc831d08a583f44d72e38f6868,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.ons.gov.uk/file?uri=/aboutus/whatwedo/statistics/requestingstatistics/secureresearchservice/discoversecureresearchdata/leoi2sevariablerequestformv2.4exemplarvrf.xlsx,LEO_I2SE_Exemplar_Variable_Request_Form_v2_4.xlsx,LEO_I2SE_Exemplar_Variable_Request_Form_v2_4.xlsx,curated_dataset_library\d018_leo_england\01_core_metadata\LEO_I2SE_Exemplar_Variable_Request_Form_v2_4.xlsx,d018,d018_leo_england,variable_request_form,supporting_for_variable_selection,ONS official LEO exemplar variable request form,734612,503d0a31dea37b3b5802a1dc0d09b01ecb5058481821b519bbe7bf2f0233bc84,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.ons.gov.uk/file?uri=/aboutus/whatwedo/statistics/requestingstatistics/secureresearchservice/discoversecureresearchdata/leoresearcherapplicationguidance.pdf,LEO_Researcher_Application_Guidance.pdf,LEO_Researcher_Application_Guidance.pdf,curated_dataset_library\d018_leo_england\01_core_metadata\LEO_Researcher_Application_Guidance.pdf,d018,d018_leo_england,access_guidance,supporting_not_variable_level,ONS official LEO researcher application guidance,276659,211ce314b2064906331f72d6589ea4eb4f59f2179dc63113df62d1c8fddb401d,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.adruk.org/fileadmin/uploads/adruk/Documents/2026_PhDs/ADR_SCOTLAND_-_USER_GUIDE_-_LOOKED_AFTER_CHILDREN_LONGITUDINAL_DATASET_-_SCOTLAND_-_FINAL_-_MARCH_2026.pdf,ADR_Scotland_LAC_User_Guide_Final_March_2026.pdf,ADR_Scotland_LAC_User_Guide_Final_March_2026.pdf,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_Scotland_LAC_User_Guide_Final_March_2026.pdf,d020,d020_looked_after_children_scotland,user_guide,fills_gap,ADR UK official Scotland LAC user guide,1387034,8bd981f195235d98842870c3eaf8e755c17dadb4b65494c132af82f388770061,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.adruk.org/fileadmin/uploads/adruk/Documents/2026_PhDs/ADR_SCOTLAND_-_DATA_DICTIONARY_-_LOOKED_AFTER_CHILDREN_LONGITUDINAL_DATASET_-_SCOTLAND_-_FINAL_-_MARCH_2026.xlsx,ADR_Scotland_LAC_Data_Dictionary_Final_March_2026.xlsx,ADR_Scotland_LAC_Data_Dictionary_Final_March_2026.xlsx,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_Scotland_LAC_Data_Dictionary_Final_March_2026.xlsx,d020,d020_looked_after_children_scotland,data_dictionary,fills_gap,ADR UK official Scotland LAC data dictionary,89111,8db03faae8f379d23b18e430aa7641951bbf78af52f9fec72cf099dfa2e78030,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.researchdata.scot/media/143azm4z/adr-s-data-sourcing-looked-after-children-metadata.xlsx,ADR_S_Data_Sourcing_Looked_After_Children_Metadata.xlsx,ADR_S_Data_Sourcing_Looked_After_Children_Metadata.xlsx,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_S_Data_Sourcing_Looked_After_Children_Metadata.xlsx,d020,d020_looked_after_children_scotland,metadata_catalogue,fills_gap,Research Data Scotland official LAC metadata catalogue,140783,8ae206fce2ec8433455d18cadcbefad41aa5f8e245dbae1579336aaf8aa5a2af,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.researchdata.scot/media/gyzpv3x5/adr-s-data-acquisition-leaver-destinations-and-attainment-metadata-1-tab.xlsx,ADR_S_Data_Acquisition_Leaver_Destinations_Attainment_Metadata.xlsx,ADR_S_Data_Acquisition_Leaver_Destinations_Attainment_Metadata.xlsx,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_S_Data_Acquisition_Leaver_Destinations_Attainment_Metadata.xlsx,d020,d020_looked_after_children_scotland,metadata_catalogue,supporting_metadata,Research Data Scotland official leaver destinations and attainment metadata,376973,9226d259f01eae1c333ab48f2c746edffbeafe44785938b0801e5a53c7438052,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.researchdata.scot/media/ac2eivz5/adr-s-data-acquisition-exclusions-metadata-tab.xlsx,ADR_S_Data_Acquisition_Exclusions_Metadata.xlsx,ADR_S_Data_Acquisition_Exclusions_Metadata.xlsx,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_S_Data_Acquisition_Exclusions_Metadata.xlsx,d020,d020_looked_after_children_scotland,metadata_catalogue,supporting_metadata,Research Data Scotland official exclusions metadata,1591868,1dfc16a08ebfebb8054d49bc078d24200fd6e2eb32c1eabba07ac2ba7a424ca7,1,2026-06-15T17:37:21+00:00
downloaded_from:https://www.researchdata.scot/media/oybda0pw/adr-s-data-acquisition-attendance-and-absence-metadata3-tab.xlsx,ADR_S_Data_Acquisition_Attendance_Absence_Metadata.xlsx,ADR_S_Data_Acquisition_Attendance_Absence_Metadata.xlsx,curated_dataset_library\d020_looked_after_children_scotland\01_core_metadata\ADR_S_Data_Acquisition_Attendance_Absence_Metadata.xlsx,d020,d020_looked_after_children_scotland,metadata_catalogue,supporting_metadata,Research Data Scotland official attendance and absence metadata,786410,63784294cc3a52aed09bd87ee9465f997efed5f2f215f57e00cddf7f85a1b077,1,2026-06-15T17:37:21+00:00
downloaded_from:https://api-ons.metadata.works/api/asset/2196082?originId=0,Data-Dictionary-RAPID_Population_interactions_with_employment_benefits_and_pensions_UK_1.1.0.xlsx,Data-Dictionary-RAPID_Population_interactions_with_employment_benefits_and_pensions_UK_1.1.0.xlsx,curated_dataset_library\d023_rapid_uk\01_core_metadata\Data-Dictionary-RAPID_Population_interactions_with_employment_benefits_and_pensions_UK_1.1.0.xlsx,d023,d023_rapid_uk,data_dictionary,fills_gap,ONS Metadata Catalogue official RAPID data dictionary asset,19389,1efb1da0b6d0b3b2e3d48a52be24414cd1750e7731be1ac6fa22a132ade42cf3,1,2026-06-15T17:37:21+00:00
downloaded_from:https://api-ons.metadata.works/api/asset/2196593?originId=0,RAPID_Release_8_Documentation_v2_220825_SRS_Version_1.2.docx,RAPID_Release_8_Documentation_v2_220825_SRS_Version_1.2.docx,curated_dataset_library\d023_rapid_uk\01_core_metadata\RAPID_Release_8_Documentation_v2_220825_SRS_Version_1.2.docx,d023,d023_rapid_uk,user_guide,fills_gap,ONS Metadata Catalogue official RAPID documentation asset,3873629,c6a001d077980c9250bfd30f969f97575272cce3e01479a337615c5ac72750b6,1,2026-06-15T17:37:21+00:00
downloaded_from:https://api-ons.metadata.works/api/asset/2226936?originId=0,Data-Dictionary-Scottish_LEO_University_extract_UK_1.1.0.xlsx,Data-Dictionary-Scottish_LEO_University_extract_UK_1.1.0.xlsx,curated_dataset_library\d024_scottish_leo_university_extract\01_core_metadata\Data-Dictionary-Scottish_LEO_University_extract_UK_1.1.0.xlsx,d024,d024_scottish_leo_university_extract,data_dictionary,fills_gap,ONS Metadata Catalogue official Scottish LEO University extract data dictionary asset,20666,ee7329b99fd2cdeb7a1c4b98e36fcd3d42d4372939be3091e26eb18ce38cf690,1,2026-06-15T17:37:21+00:00
downloaded_from:https://api-ons.metadata.works/api/asset/2227429?originId=0,ADR_Scotland_Flagship_Dataset_User_Guide_Scottish_LEO_University_Extract_Final_March_2026.pdf,ADR_Scotland_Flagship_Dataset_User_Guide_Scottish_LEO_University_Extract_Final_March_2026.pdf,curated_dataset_library\d024_scottish_leo_university_extract\01_core_metadata\ADR_Scotland_Flagship_Dataset_User_Guide_Scottish_LEO_University_Extract_Final_March_2026.pdf,d024,d024_scottish_leo_university_extract,user_guide,fills_gap,ONS Metadata Catalogue official Scottish LEO University extract user guide asset,1659545,499932887f5898158519100f73360f91b99505e131ca70480d207094872107f9,1,2026-06-15T17:37:21+00:00
