state_abbr,yyyymm,policy_feature,feature_value,event_id,source_id,source_url,quoted_evidence_text,confidence
IN,202401,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IN,202402,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IN,202403,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IN,202404,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IN,202405,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IN,202406,e14_total_strategy_count,12,evt_e14_IN,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Indiana: total=12; ex parte=2; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202303,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202304,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202305,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202306,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202307,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202308,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202309,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202310,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202311,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202312,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202401,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202402,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202403,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202404,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202405,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
IA,202406,e14_total_strategy_count,11,evt_e14_IA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Iowa: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202303,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202304,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202305,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202306,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202306,delay_procedural_disenrollment_any,1,evt_delay_KS,fed_cms_delay_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/state-option-to-delay-procedural-disenrollments,"Kansas: 1 month, MAGI beneficiaries, starting with renewals due in June 2023",high
KS,202307,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202308,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202309,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202310,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202311,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202312,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202401,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202402,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202403,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202404,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202405,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KS,202406,e14_total_strategy_count,11,evt_e14_KS,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kansas: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
KY,202303,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202304,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202305,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202306,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202307,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202308,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202309,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202310,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202311,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202312,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202401,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202402,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202403,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202404,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202405,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
KY,202406,e14_total_strategy_count,13,evt_e14_KY,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Kentucky: total=13; ex parte=2; form support=6; contact update=1; reinstatement=1; other=3,medium
LA,202303,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202304,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202305,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202306,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202307,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202308,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202309,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202310,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202311,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202312,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202401,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202402,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202403,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202404,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202405,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
LA,202406,e14_total_strategy_count,14,evt_e14_LA,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Louisiana: total=14; ex parte=2; form support=6; contact update=1; reinstatement=2; other=3,medium
ME,202303,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202304,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202305,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202306,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202307,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202308,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202309,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202310,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
ME,202311,e14_total_strategy_count,11,evt_e14_ME,fed_cms_e14_archived_table_text,https://www.medicaid.gov/resources-for-states/coronavirus-disease-2019-covid-19/unwinding-and-returning-regular-operations-after-covid-19/covid-19-phe-unwinding-section-1902e14a-waiver-approvals,Maine: total=11; ex parte=1; form support=5; contact update=1; reinstatement=1; other=3,medium
